time,students,temperature,appliances,humidity,day_of_week,is_weekend,num_classes,random_noise,building_color_code,id_number,energy
10,219,33.78,30,21.67,3,0,5,-0.3,731.52,3.74,1016.16
7,212,35.14,49,32.67,4,0,5,1.32,944.85,4.34,1300.51
20,115,39.8,48,60.51,3,0,6,-1.21,502.2,6.22,1344.16
6,336,25.28,9,49.44,6,1,9,-0.54,279.6,5.21,963.34
18,446,24.31,10,82.31,4,0,6,-1.4,715.68,8.94,1423.4
22,323,34.35,30,77.08,2,0,8,0.06,828.21,9.38,1514.12
10,354,23.5,8,43.87,0,0,7,0.8,303.64,9.58,1140.88
10,451,38.16,23,38.31,5,1,9,0.08,678.88,10.31,1397.59
23,435,36.5,24,46.57,6,1,4,1.25,655.61,11.83,1400.77
20,443,25.85,37,61.44,6,1,2,-0.74,940.29,14.01,1279.67
3,183,33.74,24,38.98,2,0,7,0.22,913.71,14.24,897.8
7,244,33.89,16,63.67,2,0,6,-0.55,325.35,15.86,1121.69
23,448,17.63,5,48.71,1,0,1,0.36,794.72,15.23,1189.91
2,177,37.51,30,58.42,6,1,9,0.51,719.6,17.12,1101.81
21,81,27.68,18,50.3,1,0,9,0.57,695.63,17.54,921.29
20,226,35.64,42,40.34,1,0,2,-1.08,948.26,20.07,1242.36
1,492,22.9,41,86,5,1,3,-0.88,346.32,20.72,1378.66
23,419,37.28,15,73.54,1,0,5,-0.7,974.87,21.23,1471.54
11,424,24.66,40,29.96,4,0,5,-0.26,538.98,21.71,1443.31
5,72,15.25,17,80.89,3,0,1,0.08,632.11,24.32,576.91
1,289,37.55,47,54.02,0,0,8,0.7,288.26,23.23,1497.75
20,207,17.13,7,82.78,2,0,8,-0.85,790.26,24.89,976.23
0,87,23.08,37,76.01,4,0,4,-1.6,614.31,26.96,907.41
11,279,38.81,10,49.95,0,0,7,2.16,168.82,28.71,1230.81
21,414,38.76,14,21.32,6,1,3,-1.14,742.93,28.22,1198.79
11,99,29.22,9,38.83,6,1,6,0.84,497.54,28.23,707.91
16,487,30.82,27,57.8,6,1,9,0.03,767.84,29.19,1505.91
9,312,26.1,14,64.47,4,0,1,0.26,867.2,31.66,1060.72
15,332,22.23,48,38.33,4,0,5,-0.01,303.66,31.97,1316.91
14,75,23.22,6,29.77,2,0,4,-0.39,246.39,31.85,546.72
14,275,31.83,17,78.4,3,0,8,0.47,574.32,33.46,1258.04
18,328,33.68,44,89.06,1,0,1,-0.44,756.77,34.99,1352.18
11,334,34.9,6,57.15,6,1,9,1.16,296.69,35.97,1132.42
22,147,34.76,24,32.04,5,1,6,0.59,525.23,36.5,856.05
19,332,17.24,5,39.31,3,0,4,0.59,763.71,38.31,1008.2
2,416,27.33,41,21.38,5,1,9,-0.51,590.74,38.95,1420.16
4,498,16.39,13,83.8,2,0,5,-0.23,986.77,39.08,1247.34
18,368,28.69,21,28.28,2,0,5,-1.18,994.6,40.78,1273.37
6,352,26.11,13,60.02,2,0,5,-0.36,238.46,42.09,1196.34
20,197,37.28,15,38.59,0,0,1,-1.04,413.44,42.15,1037.44
8,52,23.68,19,58.44,5,1,1,1.31,264.05,42.55,560.89
6,82,17.9,28,65.51,3,0,8,0.07,412.92,46.26,896.42
17,241,18.4,42,78.1,3,0,8,0.17,121.91,47.19,1247.81
3,98,34.06,39,34.35,4,0,6,-0.22,176.14,46.68,1006.46
13,67,30.33,34,20.61,4,0,4,0.19,679.13,46.87,840.24
17,220,17.5,35,29.61,6,1,2,2.47,233.26,51,825.12
8,270,17.17,9,82.84,4,0,2,-0.3,695.9,50.28,890.08
20,209,32.48,48,81.03,2,0,9,-0.64,828.44,51.22,1479.51
1,95,16.93,18,61.89,3,0,5,0.51,408.06,51.56,749.34
19,420,35.66,15,62.39,5,1,4,-2.54,465.31,55.11,1322.3
14,54,32.6,13,66.42,2,0,1,0.05,955.43,52.63,773.21
6,148,17.1,38,32.44,0,0,7,-0.36,949.17,54.99,971.13
11,428,17.09,16,83.79,4,0,3,-0.97,482.4,55.62,1388.42
7,280,39.69,39,49.65,2,0,6,0.51,542.92,56.85,1275.27
14,86,24.34,39,46.76,2,0,5,0.06,526.55,57.43,910.87
2,328,24.28,5,56.22,0,0,5,-1.8,263.17,59.5,1088.12
13,400,35.38,44,23.41,1,0,5,-0.64,275.03,59.49,1493.97
16,353,38.61,26,31.59,3,0,1,-2.87,731.99,61.67,1335.68
3,232,39.69,33,71.63,5,1,1,0.27,807.43,63.84,1096.37
17,144,33.89,12,25.73,6,1,3,0.3,996.78,60.61,872.62
7,148,24.39,15,62.35,1,0,4,-0.8,588.39,63.69,756.84
3,239,16.98,45,36.91,4,0,5,0.53,425.22,64.62,1149.44
1,164,34.45,41,47.34,2,0,2,-1.28,697.89,66.66,1167.34
5,239,28.92,18,40.2,0,0,8,-0.97,385.54,67.05,995.33
21,303,25.65,34,45,0,0,2,0.42,692.69,68.03,1260.21
9,463,37.59,39,70.15,3,0,9,-0.69,762.15,71.04,1695.12
3,210,17.7,25,40.63,1,0,2,-0.06,676.5,69.67,831.8
21,305,27.38,41,59.69,6,1,9,-0.58,673.65,71.44,1349.77
17,371,15.3,9,53.43,3,0,7,-0.41,451.17,71.33,974.99
11,174,26.74,23,66.43,2,0,8,-0.37,126.69,73.24,1089.63
1,69,16.37,18,85.74,3,0,2,-0.69,143.02,75.07,633.96
9,331,18.02,30,70.94,5,1,7,0.32,782.48,74.14,1232.13
3,271,17.78,8,35.02,0,0,6,-0.62,524.5,76.2,889.13
13,102,31.29,29,22.05,0,0,4,0.02,700.85,77.77,1023.69
15,108,33.71,49,38.6,4,0,7,-0.74,279.76,75.63,1192.85
14,372,29.56,46,61.59,4,0,4,-1.55,626.56,81.13,1484.63
7,407,39.13,29,23.81,6,1,2,0.92,706.62,80.25,1245.46
13,222,24.49,22,54.78,2,0,7,0.49,596.57,82.55,1043.11
22,329,22.13,44,61.67,5,1,8,2.28,297.71,83.5,1226.39
7,165,36.71,12,43.5,1,0,2,-1.05,708.32,83.69,854.5
20,337,20.7,43,73.69,3,0,5,-0.21,672.72,82.99,1279.76
15,482,39.07,44,27.45,6,1,1,-0.13,940.19,85.04,1538.72
12,392,15.33,18,25.36,2,0,7,1.01,955.65,85.68,1059.27
17,199,39.16,36,70.75,4,0,8,-0.5,619.49,87.75,1314.24
14,499,15.88,42,55.2,3,0,6,-1.18,612.61,88.75,1504.53
20,175,37.23,37,68.18,4,0,5,1.22,118.89,90.46,1259.35
23,204,28.31,27,50.27,3,0,6,-0.32,209.16,92.16,1139.41
12,435,39.86,19,37.31,1,0,2,0.88,157.49,91,1439.98
8,323,16.67,37,77.5,2,0,1,0.77,163.31,91.88,1129.05
14,154,28.91,29,76.1,3,0,7,-0.03,938.63,92.48,1141.13
12,468,39.12,21,68.82,5,1,7,-0.17,195.7,94.21,1657.34
0,444,27.98,37,39.07,6,1,2,-0.39,244.99,96.12,1279.44
6,348,30.69,6,61.04,0,0,2,-0.02,981.07,93.86,1055.84
8,296,32.37,18,45.44,5,1,1,0.84,529.62,96,916.81
23,224,26.33,44,26.49,5,1,8,-0.79,730.12,98.88,1168.45
0,89,30.73,44,84.21,6,1,8,0.11,776.42,98.89,962.13
11,219,29.67,43,29.21,0,0,1,-1.12,185.04,99.51,1119.99
7,296,37.56,10,86.26,5,1,8,-0.99,686.4,102.41,1173.13
23,75,16.02,10,51.51,3,0,9,-0.03,444.18,103.38,618.49
10,404,22.01,7,32.74,3,0,4,-1.96,392.4,103.92,1072.12
18,354,38.79,11,57.94,3,0,1,2.06,667.87,105.36,1299.51
16,459,37.3,12,80.59,0,0,1,-1.18,750.31,106.7,1397.05
7,457,26.41,46,71.29,5,1,3,-0.03,711.21,107.12,1414.93
2,62,30.59,19,76.09,0,0,5,1.17,808.47,107.97,723.43
2,365,21.86,33,66.07,3,0,5,-0.87,340.66,107.68,1164.23
0,441,19.71,37,68.75,6,1,9,-2.32,932.3,108.42,1419.31
4,361,26.55,34,79.48,5,1,2,-0.45,655.6,110.03,1189.29
9,84,23.88,43,37.17,5,1,2,-0.88,130.76,110.72,821.29
6,222,29.44,31,54.07,4,0,6,-2.29,491.74,112.61,1230.39
8,70,16.87,40,35.16,4,0,9,0.28,376.22,113.74,938.04
6,370,39.34,33,89.05,1,0,1,0.21,632.49,114.41,1411.39
8,310,39.61,42,86.03,2,0,9,1.14,248.84,114.4,1605.4
7,450,32.36,37,22.55,4,0,9,-1.11,481.96,117.91,1516.1
11,191,28.29,41,69.52,0,0,9,-1.6,165.75,116.93,1228.72
1,420,22.8,31,84.73,4,0,5,-0.39,970.01,118.47,1399.73
0,190,35.42,37,32.55,1,0,9,-0.07,983.53,119.68,1138.1
15,141,32.31,8,59.84,5,1,4,0.93,313.12,120.73,636.03
22,403,19.08,26,83.93,1,0,2,1.44,752.09,121.15,1266.75
22,372,37.69,6,22.11,5,1,6,1.2,471.79,122.23,1138.88
23,337,35.55,14,68.83,6,1,4,0.27,844.23,122.38,1299.28
4,265,38.78,9,40.89,6,1,6,0.8,316.51,122.7,948.92
2,495,33.15,14,84.31,5,1,3,-0.63,172.78,124.3,1355.09
11,390,30.27,37,88,2,0,6,0.17,824.32,125.37,1525.32
7,101,25.49,42,86.03,4,0,2,-1.19,727.2,126.91,1061.3
21,203,38.43,17,53.2,0,0,2,0.05,699.53,127.49,1142.54
2,235,36.66,35,80.53,0,0,9,0.1,880.06,129.82,1419.57
0,111,16.12,40,79.01,3,0,7,1.71,477.07,129.4,843.15
2,237,15.69,49,42.47,5,1,3,-0.24,780.8,131.31,971.94
4,176,24.46,28,78.01,0,0,1,0.09,158.16,132.6,968.98
14,199,35.22,19,22.81,2,0,8,0.25,892.23,131.77,1103.47
13,362,39.65,33,61.44,5,1,6,-0.45,128.28,134.11,1451.26
2,106,18.7,12,36.21,2,0,7,-0.81,980.15,136,667.07
0,392,29.76,9,28.42,0,0,9,1.31,549.21,137.03,1147.84
4,357,24.6,33,25.45,0,0,5,-0.98,164.19,137.38,1109.86
22,230,39.44,8,68.83,3,0,1,-1.33,860.82,137.66,1029.6
13,220,36.17,16,43.95,0,0,7,0.68,354.06,139.59,1269.26
6,376,36.01,49,70.63,5,1,5,1.17,998.44,140.34,1448.7
8,320,26.8,6,24.82,6,1,3,-0.45,146.33,142.05,729.99
14,101,25.52,31,42.28,5,1,9,-0.44,196.87,140.92,930.95
14,493,21.78,35,57.93,5,1,1,0.3,652.73,143.36,1390.81
9,151,16.32,40,75.59,3,0,1,-0.7,326.05,144.05,1000.48
12,312,36.76,40,42.51,3,0,1,-0.78,874.44,143.7,1347.47
18,102,35.31,30,63.95,0,0,3,0.88,782.48,145.35,1069.87
6,109,40.03,47,82.01,1,0,6,0.61,529.54,147.38,1361.55
16,157,40.01,31,63.22,1,0,3,1.31,889.14,147.94,1100.57
19,55,28.88,9,36.35,3,0,8,-1.25,701.51,148.28,714.76
3,150,34.32,24,21.85,0,0,2,-0.51,471.36,150.06,793.78
4,246,38.58,15,80.99,1,0,9,0.29,275.49,152.33,1219.04
22,311,36.32,14,21.3,0,0,3,-0.94,525.17,152.24,1240.57
6,416,21.14,44,81.22,0,0,5,0.65,806.34,152.72,1507.86
12,421,26.38,42,56.97,0,0,8,1.23,405.05,155.58,1595.26
14,400,18.17,10,85.69,4,0,2,-0.58,878.03,153.9,1031.17
10,97,38.87,12,76.02,5,1,6,0.04,600.83,155.88,806.25
3,402,30.08,27,89.99,0,0,5,1.43,371.11,156.71,1308.05
12,361,20.77,30,44.71,4,0,9,1.81,683.87,156.86,1384.64
6,472,31.82,47,73.98,3,0,5,0.75,106.03,159.43,1777.03
18,357,30.56,16,47.99,1,0,2,0.6,608.61,160.07,1240.68
21,194,23.89,30,53.45,5,1,5,-0.86,574.57,161.66,923.94
1,317,17.83,17,63.9,6,1,4,0.35,394.48,160.1,991.47
9,419,31.74,44,81.3,1,0,7,0.57,261.23,163.09,1631.74
12,176,28,22,88.78,5,1,6,-0.19,586.02,163.94,900.05
20,157,34.21,29,74.01,6,1,2,-0.6,697.61,165.29,930.65
5,207,27.98,37,48.98,1,0,5,-1.29,166.41,167.7,1081.99
11,196,36.35,44,49.51,5,1,7,-1.75,670.35,166.83,1204.09
11,195,28.9,47,71.25,1,0,7,-1.95,659.34,166.88,1284.49
19,169,29.02,16,36.69,1,0,5,0.59,334.54,169.6,857.06
10,366,36.9,48,27.62,6,1,9,0.15,206.92,169.81,1563.89
22,325,25.1,40,45.22,1,0,4,-0.49,307.96,171.13,1329.68
6,141,18.37,8,39.91,1,0,3,-0.34,654.27,172.47,593.59
0,105,15.66,9,40.87,6,1,4,0.2,927.59,172.51,514.87
0,489,33.92,41,36.45,3,0,5,-0.17,568.12,174.61,1498.02
19,396,30.4,12,23.09,0,0,6,-1.35,556.71,175.07,1154.88
12,276,32.56,46,21.21,2,0,3,0.93,365.92,176.49,1349.84
8,165,20.17,32,89.04,4,0,2,0.31,485.22,177.44,1078.72
2,368,18.53,35,50.05,2,0,4,0.26,874.45,177.57,1174.25
6,328,15.3,13,47.09,2,0,5,0.86,945.78,179.29,967.95
5,177,23.77,33,67.49,5,1,4,-0.8,482.55,178.82,838.7
7,441,29.75,18,35.33,0,0,3,1.2,978.12,181.17,1270.68
8,444,24.86,44,86.43,5,1,8,-0.14,360.97,181.38,1513.64
4,178,26.06,45,74.92,0,0,4,0.89,378.53,183.67,1125.36
0,105,37.54,26,26.31,6,1,2,0.73,728.17,184.04,763.42
18,173,23.71,15,49.29,6,1,2,-1.04,969.52,184.02,680.44
9,49,27.9,27,81.52,0,0,1,0.52,142.34,185.72,776.62
11,287,34.45,5,85.96,1,0,4,0.32,582.49,187.04,1017.72
23,339,24.95,41,52.82,3,0,9,0.04,316.01,187.49,1464.15
14,144,30.63,25,62.95,1,0,7,-0.08,229.41,189.62,1052.52
21,175,36.56,30,31.54,3,0,7,-0.1,619.75,191.05,1194.19
23,167,38.71,40,88.97,5,1,7,0.81,708.44,190.8,1309.16
8,99,18.73,27,36.33,3,0,8,0.58,990.19,192.29,873.02
19,138,38.05,5,85.95,5,1,1,0.05,787.11,192.93,724.49
16,285,27.26,44,65.74,6,1,8,-1.48,715.76,195.58,1238.64
16,420,21.38,19,62.63,2,0,4,0.5,710.17,194.99,1314.39
19,434,26.42,25,56.06,6,1,4,0.71,361.68,196.13,1182.36
11,321,39.48,13,35.93,6,1,4,2.3,462.1,196.95,1099.79
6,240,27.24,13,32.49,2,0,6,1.07,854.8,197.85,873.78
1,241,23.1,14,35.51,3,0,7,-1.91,884.72,199.78,1017.87
2,495,30.88,30,33.14,3,0,6,0.09,645.77,201.14,1505.04
16,118,20.92,45,74.69,5,1,1,1.81,749.73,201.82,884.22
4,330,16.77,39,44,1,0,8,0.63,623.38,202.82,1315.75
16,397,18.18,29,23.73,5,1,7,0.32,912.21,202.57,1117.41
23,297,18.26,30,88.38,1,0,6,0.89,987.99,205.23,1226.87
16,126,18.88,15,81.79,6,1,6,-0.62,115.14,205.22,687.17
16,204,18.58,42,85.25,2,0,5,0.47,228.25,206,1123.9
1,193,30.95,6,89.73,6,1,6,-0.23,674.55,206.84,854.19
1,485,19.44,11,32.02,0,0,9,0,205.34,208.88,1289.97
21,136,23.54,22,47.64,3,0,9,0.83,984.25,209.06,1054.73
22,233,37.51,31,72.91,1,0,8,-0.91,635.17,209.95,1275.6
4,333,26.76,38,68.66,5,1,9,1.31,767.4,210.7,1302.52
0,269,31.71,31,30.75,2,0,8,-0.44,369.73,212.27,1123.71
0,116,19.29,21,77.06,1,0,8,0.26,259.45,214.05,844.03
18,96,19.78,47,35.52,5,1,1,-1.41,352.85,214,937.89
1,145,16.07,48,35.72,3,0,5,0.7,195.66,216.11,950.1
20,288,19.31,28,57.36,6,1,4,1.45,602.8,215.09,1098.82
11,496,21.83,29,61.31,3,0,2,-0.51,834.56,217.24,1527.67
5,254,19.51,11,60.55,4,0,8,-1.1,669.62,217.59,1038.75
22,449,17.22,10,26.2,0,0,3,0.27,346.96,218.66,1119.27
3,268,18.09,28,81.4,4,0,4,1.46,738.9,217.95,984.23
22,481,26.49,37,38.82,2,0,7,-1.47,893.81,222.49,1608.34
10,389,20.07,33,28.95,1,0,9,-1.11,929.34,220.95,1305.56
23,87,24.13,47,82.07,2,0,2,-0.45,636.81,222.33,976.33
16,149,27.77,26,86.78,6,1,3,-0.82,231,224.4,935.57
5,338,32.21,30,80.57,5,1,4,-0.81,453.64,224.58,1248.23
23,304,15.97,32,76.65,3,0,1,-2.1,295.47,226.09,1266.41
4,271,35.03,25,65.94,4,0,7,0.59,893.34,226.57,1224.83
19,407,30.68,11,58.69,4,0,2,0.33,764.61,228.77,1274.06
1,72,17.09,21,26.28,6,1,5,-1.71,476.52,228.25,463.7
5,295,36.8,24,48.46,4,0,1,1.47,743.27,230.36,1206.22
21,58,38,45,46,6,1,3,1.69,329.18,230.66,979.99
10,296,16.54,24,38.39,2,0,2,-0.75,801.32,231.96,899.38
15,372,21.88,26,70.72,3,0,1,1.17,570.91,233.33,1222.08
15,151,35.11,32,54.99,1,0,7,-0.58,574.91,235.3,1183.2
0,337,33.82,44,25.82,5,1,5,0.18,366.01,236.08,1270.04
8,230,19.59,11,35.52,1,0,1,-0.84,473.62,235.47,825.3
5,271,20.36,5,67.55,2,0,6,2.22,583.3,238.29,843.34
15,443,24.3,36,25.67,5,1,5,-0.3,533.49,238.3,1274.12
2,300,27.1,17,79.85,4,0,3,0.12,749.18,239.72,1123.27
19,195,30.42,34,54.94,0,0,7,-0.68,311.01,241.32,1171.25
3,490,24.14,27,53.55,2,0,9,1.87,667.98,242.35,1512.11
18,147,26.64,23,61.26,2,0,9,1.89,471.21,241.35,909.68
2,304,33.62,36,77.19,3,0,9,1.62,493.92,241.41,1590.81
18,374,15.92,34,44.4,1,0,2,0.97,550.9,244.39,1195.49
19,54,21.31,33,67.28,2,0,3,-0.63,463.35,244.65,918.24
6,65,32.81,49,59.55,2,0,7,0.82,974.39,246.77,1083.75
19,327,37.35,33,38.57,4,0,5,-0.01,555.09,246.99,1430.22
8,383,27.8,34,80.87,4,0,2,1.31,824.39,248.45,1461.76
0,297,28.41,20,75.67,5,1,3,1.12,825.51,248.84,1070.76
7,306,17.73,44,66.49,6,1,6,-0.64,324.74,250.91,1164.62
6,434,26.26,23,79.51,6,1,7,0.94,228.12,251.16,1317.03
17,206,28.26,22,80.72,0,0,9,0.67,691.39,252.09,1260.06
7,389,20.96,5,69.62,6,1,1,-2.77,572.37,252.68,1071.26
0,200,21.6,18,78.1,3,0,7,0.81,899.97,255.15,971.53
10,447,24.38,6,68.77,0,0,8,-0.46,372.7,253.7,1428.8
17,227,15.39,32,67.7,5,1,3,-0.88,251.06,256.94,918.02
22,212,23.08,34,63.05,4,0,4,-0.85,861.83,255.6,1193.94
9,429,20.33,42,72.64,6,1,6,-0.14,322.82,257.35,1459.94
2,80,23.17,8,30.72,1,0,7,0.49,289.5,258.09,605.8
6,464,17.93,5,81.66,4,0,4,-1.36,520.7,258.85,1149.51
15,495,37.21,12,81.08,3,0,8,0.18,774.48,260.57,1671.27
15,227,30.01,33,22.04,4,0,5,0.58,795.01,261.74,1089.01
19,477,32.1,43,77.87,3,0,1,1.86,645.05,261.46,1595.77
16,147,34.83,7,28.98,3,0,4,-1.09,138.92,265.33,804.56
1,317,27.41,36,43.74,3,0,3,-0.35,409.6,265.67,1161.74
0,371,17.09,14,72.19,5,1,9,0.27,436.61,266.98,1109.1
15,112,28.31,14,31.36,3,0,8,1.15,414.73,267.09,889.62
11,466,29.64,23,77.48,3,0,1,-0.31,172.73,268,1449.97
4,217,33.73,38,78.38,1,0,6,1.19,376.29,267.85,1283.68
4,379,25.8,37,55.44,0,0,9,-1.94,277.11,270.78,1397.32
22,92,18.21,27,20.44,2,0,7,-1.27,998.09,271.29,870.6
8,92,22.06,32,40.53,0,0,4,0.35,764.82,272.07,887.64
8,335,24.05,36,62.95,3,0,1,-1.4,370.89,275.62,1252.02
2,448,31.16,11,88.81,1,0,2,-1.18,933.15,274.24,1324.76
18,61,29.25,33,64.29,4,0,5,-0.54,718.37,274.87,917.86
15,145,23.94,12,38.02,1,0,5,0.76,749.44,275.94,810.49
15,351,39.67,5,64.63,3,0,8,-1.9,958.17,275.76,1275.61
2,437,30.32,7,58,1,0,6,0.17,880.88,277.98,1252.47
19,301,20.83,28,74.97,6,1,8,1.02,955.59,281.23,1093.25
23,290,17.55,27,27.46,1,0,2,-0.19,385.4,278.64,943.05
21,83,18.85,12,73.02,3,0,3,-0.38,821.68,281.22,710.37
23,265,21.08,41,58.11,5,1,6,0.42,989.38,282.1,1155.22
0,386,18.97,7,87.51,6,1,3,-0.19,371.79,285.21,965.93
23,138,19.59,37,43.61,1,0,6,1.38,164.5,285.1,1015.94
19,314,22.1,32,64.12,2,0,6,-1.11,579.35,284.36,1293.14
10,141,19.29,12,85.2,2,0,2,-0.06,348.18,286.91,801.38
16,459,37.26,38,27.06,1,0,7,0.2,253.92,286.43,1614.56
7,140,17.09,39,85.62,5,1,2,-0.39,146.03,287.88,823.84
3,466,28.01,36,68.11,4,0,6,-2.89,551.93,288.71,1626.95
5,165,25.27,28,24.59,3,0,1,-0.16,298.28,291.99,815.36
7,154,39.47,18,40.94,2,0,3,0.9,761.78,291.4,938.84
19,441,17.78,36,69.56,4,0,2,0.77,227.32,292.7,1405.22
2,247,24.92,47,24.63,1,0,7,0.36,104.19,292.28,1183.59
15,363,39.29,20,60.96,4,0,4,-1.09,854.06,292.96,1327.88
2,162,36.6,8,44.33,6,1,8,0.4,951.94,294.25,774.98
17,121,35.59,41,63.61,0,0,6,-0.58,743.32,296.92,1151.75
13,465,21.41,25,23.67,2,0,4,0.36,284.99,296.95,1349.05
17,425,19.28,18,80.53,1,0,5,0.13,677.03,297.37,1286.62
1,469,31.72,35,88.41,3,0,9,-0.96,612.26,299.69,1654.9
21,265,38.24,22,87.98,5,1,7,-0.9,540.04,299.42,1317.61
6,211,35.2,19,20.86,3,0,7,-0.92,263.8,0.11,914.79
19,257,22,15,25.55,2,0,2,0.09,318.43,3.04,924.7
14,495,19.56,12,34.53,2,0,7,1.59,371.36,2.97,1373.91
10,220,33.77,30,21.84,3,0,5,-0.32,734.57,3.43,1015.76
7,210,35.04,49,32.52,4,0,5,1.34,949.43,4.73,1305.42
20,117,39.69,48,60.54,3,0,6,-1.21,498.18,5.33,1342.04
6,337,25.25,9,49.95,6,1,9,-0.55,279.49,6.49,969.42
18,448,24.16,10,82.67,4,0,6,-1.41,716.93,7.3,1417.71
22,325,34.45,30,77.4,2,0,8,0.07,831.72,7.26,1516.64
10,356,23.54,8,43.82,0,0,7,0.77,305.67,9.71,1142.93
10,451,38.26,23,37.97,5,1,9,0.07,682.62,9.22,1399.24
23,434,36.35,24,46.7,6,1,4,1.23,650.26,10.64,1402.76
20,442,25.77,37,61.43,6,1,2,-0.74,939.95,12.57,1277.61
3,186,33.77,24,38.81,2,0,7,0.22,913.53,14.83,901.81
7,242,33.87,16,63.4,2,0,6,-0.5,322.18,15.76,1125.94
23,449,17.55,5,48.87,1,0,1,0.36,797.23,15.28,1186.33
2,178,37.51,30,58.72,6,1,9,0.48,722.14,16.61,1103.67
21,82,27.76,18,50.67,1,0,9,0.58,693.21,17.81,929.12
20,223,35.72,42,40.49,1,0,2,-1.08,949.05,18.55,1236
1,491,23.06,41,86.24,5,1,3,-0.89,345.82,20.18,1379.22
23,420,37.39,15,73.44,1,0,5,-0.7,970.68,21.2,1472.32
11,422,24.78,40,29.85,4,0,5,-0.24,539.55,21.22,1440.03
5,72,15.44,17,81.17,3,0,1,0.08,633.63,24.13,574.67
1,288,37.68,47,54.13,0,0,8,0.73,296.61,24.37,1500.81
20,206,17.25,7,82.84,2,0,8,-0.85,784.2,25.73,976.66
0,87,23.03,37,76.12,4,0,4,-1.6,617.79,27.45,908.52
11,279,38.73,10,49.62,0,0,7,2.15,166.75,28.45,1235.88
21,414,38.73,14,21.42,6,1,3,-1.13,741.41,28.76,1197.32
11,99,29.35,9,38.6,6,1,6,0.83,498.07,28.62,709.12
16,486,30.67,27,57.64,6,1,9,0.03,773.52,28.9,1506.43
9,314,26.3,14,64.41,4,0,1,0.25,858.15,30.17,1060.2
15,331,22.31,48,38.22,4,0,5,-0.01,295.75,31.44,1313.97
14,75,23.18,6,29.65,2,0,4,-0.39,246.58,33.57,552.15
14,275,31.67,17,78.7,3,0,8,0.45,571.41,36.36,1258.71
18,327,33.82,44,88.93,1,0,1,-0.44,756.02,35.01,1359.2
11,335,34.81,6,56.47,6,1,9,1.18,300.23,35.5,1134.38
22,147,34.85,24,32.3,5,1,6,0.58,526.93,36.83,854.4
19,331,17.21,5,39.26,3,0,4,0.6,763.02,38.74,1009.6
2,418,27.32,41,21.39,5,1,9,-0.5,592.43,38.88,1420.06
4,497,16.45,13,84.04,2,0,5,-0.25,988.58,40.57,1244.19
18,366,28.65,21,28.12,2,0,5,-1.2,998.18,40.98,1273.64
6,355,25.98,13,60.54,2,0,5,-0.37,241.98,42.58,1201.16
20,195,37.25,15,39.22,0,0,1,-1.06,412.16,42.61,1039.54
8,54,23.72,19,59.19,5,1,1,1.33,264.64,44.53,555.42
6,83,18.03,28,65.57,3,0,8,0.05,415.61,45.05,894.09
17,239,18.57,42,78.06,3,0,8,0.15,119.38,48.68,1244.53
3,98,33.96,39,34.65,4,0,6,-0.23,183.84,47.09,1007.07
13,67,30.37,34,20.47,4,0,4,0.2,682.72,47.01,836.38
17,219,17.39,35,29.51,6,1,2,2.46,230.33,47.93,823.79
8,269,17.12,9,82.88,4,0,2,-0.28,694.63,51.45,893.02
20,208,32.56,48,80.93,2,0,9,-0.66,824.56,50.29,1485.05
1,96,16.77,18,61.4,3,0,5,0.54,403.11,52.26,753.15
19,423,35.47,15,62.09,5,1,4,-2.52,474.06,52.27,1323.51
14,55,32.58,13,66.73,2,0,1,0.06,955.5,55.07,775.66
6,149,16.99,38,32.46,0,0,7,-0.36,953.07,55.91,973.52
11,428,17.15,16,84.6,4,0,3,-1,480.6,55.4,1380.86
7,281,39.72,39,49.16,2,0,6,0.52,540.82,57.31,1278.17
14,86,24.32,39,47.01,2,0,5,0.06,523.88,56.43,904.43
2,331,24.4,5,56.32,0,0,5,-1.79,263.3,60.52,1088.91
13,398,35.25,44,23.2,1,0,5,-0.67,278.75,62.99,1489.01
16,351,38.67,26,31.73,3,0,1,-2.89,726.78,62.15,1334.7
3,232,39.68,33,71.8,5,1,1,0.29,803.3,62.31,1096.3
17,146,33.91,12,25.39,6,1,3,0.28,994.45,62.81,872.73
7,144,24.45,15,62.41,1,0,4,-0.77,589.32,64.46,762.49
3,237,17.15,45,37,4,0,5,0.53,428.07,64.95,1150.26
1,166,34.5,41,47.41,2,0,2,-1.27,703.71,65.59,1160.23
5,238,28.97,18,40.35,0,0,8,-0.97,394.46,65.87,1002.66
21,303,25.55,34,45.08,0,0,2,0.42,694.22,68.28,1264.68
9,465,37.75,39,70.16,3,0,9,-0.68,758.67,68.84,1687.89
3,209,17.65,25,41,1,0,2,-0.07,669.42,70.4,831.84
21,307,27.39,41,59.93,6,1,9,-0.56,670.23,71.87,1346.32
17,372,15.18,9,53.23,3,0,7,-0.39,452.03,72.23,969.78
11,176,26.74,23,66.63,2,0,8,-0.38,131.19,73.47,1089.94
1,65,16.43,18,85.74,3,0,2,-0.71,141.29,73.79,631.77
9,329,17.93,30,71.2,5,1,7,0.3,777.7,74.06,1228.67
3,271,17.88,8,35.3,0,0,6,-0.65,525.7,75.97,895.19
13,103,31.26,29,22.14,0,0,4,0.02,696.34,76.38,1027.7
15,109,33.58,49,38.01,4,0,7,-0.73,277.66,76.46,1190.88
14,369,29.56,46,61.58,4,0,4,-1.53,630.77,78.09,1487.63
